,finess,type
1383,050003300,Privé
1384,050003334,Privé
1385,050003367,Privé
1386,050003383,Privé
1387,050003417,Privé
1388,050003433,Privé
1389,050003466,Privé
1390,050003490,Privé
1391,050003508,Privé
1392,050003524,Privé
1393,050003540,Privé
1394,050003565,Privé
1395,050003581,Privé
1396,050003615,Privé
1397,050003631,Privé
1398,050003664,Privé
1399,050003680,Privé
1400,050003714,Privé
1401,050003730,Privé
1402,050003763,Privé
1403,050003797,Privé
1404,050003813,Privé
1405,050003847,Privé
1406,050003862,Privé
1407,050003896,Privé
1408,050003912,Privé
1409,050003920,Privé
1410,050003953,Privé
1411,050003987,Privé
1412,050004001,Privé
1413,050004274,Privé
1414,050004290,Privé
1415,050004399,Privé
1416,050004407,Privé
1417,050005206,Public
1418,050005297,Privé
1419,050005446,Privé
1420,050005537,Privé
1421,050005586,Public
1422,050006030,Privé
1423,050006055,Privé
1424,050006121,Privé
1425,050006329,Privé
1426,050006741,Privé
1427,050006931,Privé
1428,050007129,Privé
1429,050007145,Public
1430,050007152,Privé
1431,050007400,Privé
1432,050007426,Privé
1433,050007442,Privé
1434,050007483,Privé
1435,050007509,Privé
1436,050007566,Public
1437,050007608,Privé
1438,050007699,Privé
1439,050007715,Privé
1440,050007749,Privé
1441,050007772,Privé
1442,050007806,Privé
1443,050007822,Privé
1444,050007871,Privé
1445,050007897,Privé
1446,050007913,Privé
1447,050007954,Privé
1448,050007970,Public
1449,050007996,Privé
1450,050008069,Privé
1451,050008127,Privé
1452,050008143,Privé
1453,050008168,Privé
1454,050008184,Privé
1455,050008200,Privé
1456,050008226,Public
1457,050008242,Public
1458,050008267,Public
1459,050008283,Privé
1460,050008309,Privé
1461,050008325,Privé
1462,050008358,Privé
1463,050008374,Privé
1464,050008390,Privé
1465,050008416,Privé
1466,050008432,Privé
1467,050008481,Public
1468,050008515,Privé
1469,050008549,Privé
1470,050008622,Privé
1471,060000015,Privé
1472,060000031,Public
1473,060000049,Privé
1474,060000155,Privé
1475,060000171,Privé
1476,060000205,Privé
1477,060000213,Privé
1478,060000221,Privé
1479,060000239,Privé
1480,060000247,Privé
1481,060000262,Privé
1482,060000270,Privé
1483,060000312,Privé
1484,060000346,Privé
1485,060000361,Privé
1486,060000395,Privé
1487,060000403,Privé
1488,060000460,Public
1489,060000502,Public
1490,060000635,Privé
1491,060000676,Privé
1492,060000684,Privé
1493,060000692,Public
1494,060000718,Privé
1495,060000726,Public
1496,060000734,Public
1497,060000742,Public
1498,060000759,Public
1499,060000775,Privé
1500,060000841,Privé
1501,060000858,Privé
1502,060000874,Privé
1503,060000882,Privé
1504,060000890,Public
1505,060000908,Public
1506,060000916,Public
1507,060000940,Privé
1508,060001054,Privé
1509,060001096,Privé
1510,060001294,Privé
1511,060001351,Privé
1512,060001401,Privé
1513,060001484,Privé
1514,060001781,Privé
1515,060001799,Privé
1516,060001807,Privé
1517,060001815,Privé
1518,060001823,Privé
1519,060001849,Privé
1520,060001856,Privé
1521,060001864,Privé
1522,060001930,Privé
1523,060001955,Privé
1524,060001963,Privé
1525,060001997,Privé
1526,060002003,Public
1527,060002045,Privé
1528,060002052,Privé
1529,060002060,Privé
1530,060002086,Privé
1531,060002094,Privé
1532,060002151,Privé
1533,060002169,Privé
1534,060002177,Privé
1535,060002185,Privé
1536,060002219,Privé
1537,060002250,Privé
1538,060002292,Privé
1539,060002318,Privé
1540,060002334,Privé
1541,060002532,Privé
1542,060002573,Privé
1543,060002615,Privé
1544,060002631,Privé
1545,060002656,Privé
1546,060002698,Privé
1547,060002706,Privé
1548,060002714,Privé
1549,060002722,Privé
1550,060002755,Privé
1551,060002797,Privé
1552,060002805,Privé
1553,060002813,Privé
1554,060002847,Privé
1555,060002854,Privé
1556,060002888,Privé
1557,060002912,Privé
1558,060002920,Privé
1559,060002938,Privé
1560,060002953,Privé
1561,060002979,Privé
1562,060003001,Privé
1563,060003019,Privé
1564,060003068,Privé
1565,060003076,Privé
1566,060003084,Privé
1567,060003092,Privé
1568,060003118,Privé
1569,060003126,Public
1570,060003159,Privé
1571,060003191,Privé
1572,060003258,Privé
1573,060003290,Privé
1574,060003373,Privé
1575,060003522,Privé
1576,060003589,Privé
1577,060003621,Privé
1578,060003829,Privé
1579,060003928,Privé
1580,060004140,Privé
1581,060004165,Privé
1582,060004199,Privé
1583,060004207,Privé
1584,060004223,Privé
1585,060004256,Privé
1586,060004272,Privé
1587,060004306,Privé
1588,060004322,Privé
1589,060004355,Privé
1590,060004371,Privé
1591,060004405,Privé
1592,060004421,Privé
1593,060004439,Privé
1594,060004454,Privé
1595,060004470,Privé
1596,060004504,Privé
1597,060004520,Privé
1598,060004553,Privé
1599,060004587,Privé
1600,060004603,Privé
1601,060004637,Privé
1602,060004652,Privé
1603,060004686,Privé
1604,060004702,Privé
1605,060004736,Privé
1606,060004751,Privé
1607,060004785,Privé
1608,060004801,Privé
1609,060004835,Privé
1610,060004850,Privé
1611,060004884,Privé
1612,060004900,Privé
1613,060004934,Privé
1614,060004959,Privé
1615,060004967,Privé
1616,060004983,Privé
1617,060005022,Privé
1618,060005048,Privé
1619,060005055,Privé
1620,060005071,Privé
1621,060005089,Privé
1622,060005105,Privé
1623,060005121,Privé
1624,060005154,Privé
1625,060005170,Privé
1626,060005188,Privé
1627,060005204,Privé
1628,060005220,Privé
1629,060005253,Privé
1630,060005303,Privé
1631,060005337,Privé
1632,060005352,Privé
1633,060005386,Privé
1634,060005402,Privé
1635,060005436,Privé
1636,060005451,Privé
1637,060005485,Privé
1638,060005501,Privé
1639,060005535,Privé
1640,060005550,Privé
1641,060005584,Privé
1642,060005600,Privé
1643,060005618,Public
1644,060005634,Privé
1645,060005667,Privé
1646,060005683,Privé
1647,060005717,Privé
1648,060005733,Privé
1649,060005766,Privé
1650,060005782,Privé
1651,060005808,Public
1652,060006129,Public
1653,060006145,Privé
1654,060006228,Public
1655,060006335,Privé
1656,060006350,Privé
1657,060006384,Privé
1658,060006400,Privé
1659,060006434,Privé
1660,060006608,Privé
1661,060006749,Privé
1662,060006798,Privé
1663,060006871,Privé
1664,060006889,Public
1665,060006905,Privé
1666,060006921,Privé
1667,060006939,Privé
1668,060006970,Privé
1669,060007002,Privé
1670,060007036,Privé
1671,060007051,Privé
1672,060007085,Privé
1673,060007101,Privé
1674,060007135,Privé
1675,060007150,Privé
1676,060007184,Privé
1677,060007200,Privé
1678,060007218,Privé
1679,060007234,Privé
1680,060007267,Privé
1681,060007283,Privé
1682,060007317,Privé
1683,060007333,Privé
1684,060007366,Privé
1685,060007721,Privé
1686,060007754,Privé
1687,060007770,Privé
1688,060007804,Privé
1689,060007820,Privé
1690,060007838,Privé
1691,060007853,Privé
1692,060007952,Privé
1693,060008349,Privé
1694,060008448,Privé
1695,060008588,Privé
1696,060008828,Privé
1697,060009867,Privé
1698,060009883,Privé
1699,060009917,Privé
1700,060009933,Privé
1701,060009966,Privé
1702,060009982,Privé
1703,060010006,Privé
1704,060010048,Privé
1705,060010113,Privé
1706,060010154,Privé
1707,060010170,Privé
1708,060010204,Privé
1709,060010220,Privé
1710,060010253,Privé
1711,060010279,Privé
1712,060010287,Privé
1713,060010303,Privé
1714,060010337,Privé
1715,060010352,Privé
1716,060010386,Privé
1717,060010402,Privé
1718,060010428,Privé
1719,060010436,Privé
1720,060010451,Privé
1721,060010485,Privé
1722,060010501,Privé
1723,060010535,Privé
1724,060010550,Privé
1725,060010584,Privé
1726,060010600,Privé
1727,060010634,Privé
1728,060010667,Privé
1729,060010683,Privé
1730,060010709,Privé
1731,060010717,Privé
1732,060010733,Privé
1733,060010766,Privé
1734,060010782,Privé
1735,060010808,Privé
1736,060010816,Privé
1737,060010832,Privé
1738,060010857,Privé
1739,060010873,Privé
1740,060010907,Privé
1741,060010923,Privé
1742,060010956,Privé
1743,060010972,Privé
1744,060011004,Privé
1745,060011020,Privé
1746,060011053,Privé
1747,060011103,Privé
1748,060011129,Privé
1749,060011152,Privé
1750,060011186,Privé
1751,060011202,Privé
1752,060011236,Privé
1753,060011251,Privé
1754,060011285,Privé
1755,060011301,Privé
1756,060011335,Privé
1757,060011350,Privé
1758,060011384,Privé
1759,060011400,Privé
1760,060011418,Public
1761,060011434,Privé
1762,060011483,Privé
1763,060011533,Privé
1764,060011566,Privé
1765,060011616,Privé
1766,060011632,Privé
1767,060011657,Privé
1768,060011673,Privé
1769,060011699,Privé
1770,060011707,Privé
1771,060011723,Privé
1772,060011749,Public
1773,060011756,Privé
1774,060011772,Privé
1775,060011806,Privé
1776,060011822,Privé
1777,060011855,Privé
1778,060011871,Privé
1779,060011905,Privé
1780,060011921,Privé
1781,060011970,Privé
1782,060012002,Privé
1783,060012036,Privé
1784,060012051,Privé
1785,060012085,Privé
1786,060012101,Privé
1787,060012119,Privé
1788,060012135,Privé
1789,060012150,Privé
1790,060012184,Privé
1791,060012200,Privé
1792,060012218,Privé
1793,060012234,Privé
1794,060012267,Privé
1795,060012283,Privé
1796,060012333,Privé
1797,060012366,Privé
1798,060012382,Privé
1799,060012416,Privé
1800,060012432,Privé
1801,060012457,Privé
1802,060012473,Privé
1803,060012507,Privé
1804,060012523,Privé
1805,060012556,Privé
1806,060012572,Privé
1807,060012606,Privé
1808,060012622,Privé
1809,060012655,Privé
1810,060012671,Privé
1811,060012705,Privé
1812,060012739,Privé
1813,060012754,Privé
1814,060012770,Privé
1815,060012804,Privé
1816,060012820,Privé
1817,060012853,Privé
1818,060012887,Privé
1819,060012903,Privé
1820,060012929,Privé
1821,060012937,Privé
1822,060012952,Privé
1823,060012986,Privé
1824,060013000,Privé
1825,060013018,Privé
1826,060013034,Privé
1827,060013067,Privé
1828,060013083,Privé
1829,060013117,Privé
1830,060013133,Privé
1831,060013166,Privé
1832,060013182,Privé
1833,060013208,Privé
1834,060013216,Privé
1835,060013232,Privé
1836,060013257,Privé
1837,060013307,Privé
1838,060013323,Privé
1839,060013356,Privé
1840,060013406,Privé
1841,060013422,Privé
1842,060013448,Privé
1843,060013455,Privé
1844,060013471,Privé
1845,060013505,Privé
1846,060013521,Privé
1847,060013554,Privé
1848,060013570,Privé
1849,060013604,Privé
1850,060013620,Privé
1851,060013638,Privé
1852,060013653,Privé
1853,060013687,Privé
1854,060013703,Privé
1855,060013737,Privé
1856,060013752,Privé
1857,060013786,Privé
1858,060013802,Privé
1859,060013836,Privé
1860,060013851,Privé
1861,060013869,Public
1862,060013885,Privé
1863,060013901,Privé
1864,060013935,Privé
1865,060013950,Privé
1866,060013968,Privé
1867,060013984,Privé
1868,060014016,Privé
1869,060014032,Privé
1870,060014057,Privé
1871,060014073,Privé
1872,060014107,Privé
1873,060014123,Privé
1874,060014156,Privé
1875,060014172,Privé
1876,060014206,Privé
1877,060014222,Privé
1878,060014248,Privé
1879,060014255,Privé
1880,060014271,Privé
1881,060014305,Privé
1882,060014321,Privé
1883,060014354,Privé
1884,060014370,Privé
1885,060014420,Privé
1886,060014453,Privé
1887,060014487,Privé
1888,060014503,Privé
1889,060014537,Privé
1890,060014552,Privé
1891,060014586,Privé
1892,060014602,Privé
1893,060014636,Privé
1894,060014651,Privé
1895,060014669,Privé
1896,060014693,Privé
1897,060014727,Privé
1898,060014743,Privé
1899,060014776,Privé
1900,060014792,Privé
1901,060014818,Privé
1902,060014826,Privé
1903,060014867,Privé
1904,060014883,Privé
1905,060014917,Privé
1906,060014933,Privé
1907,060014966,Privé
1908,060014982,Privé
1909,060015005,Privé
1910,060015021,Privé
1911,060015054,Privé
1912,060015070,Privé
1913,060015104,Privé
1914,060015120,Privé
1915,060015153,Privé
1916,060015203,Privé
1917,060015245,Privé
1918,060015260,Privé
1919,060015278,Privé
1920,060015294,Privé
1921,060015310,Privé
1922,060015344,Privé
1923,060015369,Privé
1924,060015377,Privé
1925,060015393,Privé
1926,060015419,Privé
1927,060015427,Privé
1928,060015492,Privé
1929,060015526,Privé
1930,060015542,Privé
1931,060015617,Privé
1932,060015633,Privé
1933,060015666,Privé
1934,060015682,Privé
1935,060015716,Privé
1936,060015732,Privé
1937,060015773,Privé
1938,060015799,Privé
1939,060015807,Privé
1940,060015823,Privé
1941,060015856,Privé
1942,060015872,Privé
1943,060015906,Privé
1944,060015922,Privé
1945,060015971,Privé
1946,060016003,Privé
1947,060016037,Privé
1948,060016052,Privé
1949,060016086,Privé
1950,060016102,Privé
1951,060016136,Privé
1952,060016151,Privé
1953,060016185,Privé
1954,060016201,Privé
1955,060016235,Privé
1956,060016250,Privé
1957,060016268,Public
1958,060016284,Privé
1959,060016300,Privé
1960,060016334,Privé
1961,060016367,Privé
1962,060016383,Privé
1963,060016409,Privé
1964,060016417,Privé
1965,060016433,Privé
1966,060016466,Privé
1967,060016482,Privé
1968,060016516,Privé
1969,060016532,Privé
1970,060016557,Privé
1971,060016573,Privé
1972,060016607,Privé
1973,060016623,Privé
1974,060016656,Privé
1975,060016672,Privé
1976,060016706,Privé
1977,060016722,Privé
1978,060016771,Privé
1979,060016805,Privé
1980,060016821,Privé
1981,060016854,Privé
1982,060016870,Privé
1983,060016888,Privé
1984,060016904,Privé
1985,060016920,Privé
1986,060016987,Privé
1987,060017001,Privé
1988,060017019,Privé
1989,060017035,Privé
1990,060017050,Privé
1991,060017084,Privé
1992,060017100,Privé
1993,060017134,Privé
1994,060017167,Privé
1995,060017217,Privé
1996,060017233,Privé
1997,060017266,Privé
1998,060017282,Privé
1999,060017316,Privé
2000,060017332,Privé
2001,060017357,Privé
2002,060017373,Privé
2003,060017399,Privé
2004,060017407,Privé
2005,060017456,Privé
2006,060017472,Privé
2007,060017506,Privé
2008,060017522,Privé
2009,060017555,Privé
2010,060017571,Privé
2011,060017605,Privé
2012,060017621,Privé
2013,060017654,Privé
2014,060017670,Privé
2015,060017720,Privé
2016,060017753,Privé
2017,060017787,Privé
2018,060017803,Privé
2019,060017837,Privé
2020,060017852,Privé
2021,060017886,Privé
2022,060017902,Privé
2023,060017936,Privé
2024,060017951,Privé
2025,060017985,Privé
2026,060018017,Privé
2027,060018033,Privé
2028,060018066,Privé
2029,060018116,Privé
2030,060018132,Privé
2031,060018157,Privé
2032,060018173,Privé
2033,060018207,Privé
2034,060018256,Privé
2035,060018272,Privé
2036,060018306,Privé
2037,060018322,Privé
2038,060018371,Privé
2039,060018405,Privé
2040,060018421,Privé
2041,060018454,Privé
2042,060018470,Privé
2043,060018504,Privé
2044,060018538,Privé
2045,060018553,Privé
2046,060018603,Privé
2047,060018637,Privé
2048,060018652,Privé
2049,060018686,Privé
2050,060018702,Privé
2051,060018736,Privé
2052,060018751,Privé
2053,060018785,Privé
2054,060018801,Privé
2055,060018835,Privé
2056,060018850,Privé
2057,060018868,Privé
2058,060018884,Privé
2059,060018900,Privé
2060,060018967,Privé
2061,060018983,Privé
2062,060019007,Privé
2063,060019023,Privé
2064,060019056,Privé
2065,060019072,Privé
2066,060019122,Privé
2067,060019155,Privé
2068,060019171,Privé
2069,060019304,Privé
2070,060019395,Privé
2071,060019429,Privé
2072,060019544,Privé
2073,060019551,Privé
2074,060019569,Privé
2075,060019593,Public
2076,060019908,Privé
2077,060020187,Privé
2078,060020203,Privé
2079,060020237,Privé
2080,060020302,Privé
2081,060020344,Privé
2082,060020393,Public
2083,060020443,Privé
2084,060020468,Privé
2085,060020583,Privé
2086,060020617,Public
2087,060020625,Privé
2088,060020633,Public
2089,060020823,Privé
2090,060020971,Privé
2091,060021011,Privé
2092,060021045,Privé
2093,060021060,Public
2094,060021102,Public
2095,060021284,Privé
